 0.1,  0.1,    1, 19991,  9494
 0.1,  0.1,    5, 19991,  4195
 0.1,  0.1,   10, 19991,  3933
 0.1,  0.1,   30, 19991,  1970
 0.1,  0.1,  100, 19991,  1296
 0.1,  0.3,    1, 19991,  7921
 0.1,  0.3,    5, 19991,  3746
 0.1,  0.3,   10, 19991,  4241
 0.1,  0.3,   30, 19991,  2237
 0.1,  0.3,  100, 19991,  1296
 0.1,  0.5,    1, 19991,  7879
 0.1,  0.5,    5, 19991,  4021
 0.1,  0.5,   10, 19991,  3865
 0.1,  0.5,   30, 19991,  1566
 0.1,  0.5,  100, 19991,  1565
 0.1,  0.7,    1, 19991,  8399
 0.1,  0.7,    5, 19991,  4348
 0.1,  0.7,   10, 19991,  2713
 0.1,  0.7,   30, 19991,  2426
 0.1,  0.7,  100, 19991,  1693
 0.1,  0.9,    1, 19991,  8312
 0.1,  0.9,    5, 19991,  4348
 0.1,  0.9,   10, 19991,  3157
 0.1,  0.9,   30, 19991,  2394
 0.1,  0.9,  100, 19991,  1916
 0.3,  0.1,    1, 19991,  8368
 0.3,  0.1,    5, 19991,  6337
 0.3,  0.1,   10, 19991,  4412
 0.3,  0.1,   30, 19991,  2798
 0.3,  0.1,  100, 19991,  1908
 0.3,  0.3,    1, 19991,  6608
 0.3,  0.3,    5, 19991,  4785
 0.3,  0.3,   10, 19991,  4930
 0.3,  0.3,   30, 19991,  3829
 0.3,  0.3,  100, 19991,  1916
 0.3,  0.5,    1, 19991,  8066
 0.3,  0.5,    5, 19991,  6259
 0.3,  0.5,   10, 19991,  4816
 0.3,  0.5,   30, 19991,  3621
 0.3,  0.5,  100, 19991,  1566
 0.3,  0.7,    1, 19991,  6902
 0.3,  0.7,    5, 19991,  6080
 0.3,  0.7,   10, 19991,  5531
 0.3,  0.7,   30, 19991,  3722
 0.3,  0.7,  100, 19991,  1816
 0.3,  0.9,    1, 19991,  8798
 0.3,  0.9,    5, 19991,  6567
 0.3,  0.9,   10, 19991,  4633
 0.3,  0.9,   30, 19991,  3577
 0.3,  0.9,  100, 19991,  1752
 0.5,  0.1,    1, 19991,  8280
 0.5,  0.1,    5, 19991,  6111
 0.5,  0.1,   10, 19991,  5495
 0.5,  0.1,   30, 19991,  3610
 0.5,  0.1,  100, 19991,  2405
 0.5,  0.3,    1, 19991,  9067
 0.5,  0.3,    5, 19991,  6597
 0.5,  0.3,   10, 19991,  5936
 0.5,  0.3,   30, 19991,  3908
 0.5,  0.3,  100, 19991,  2145
 0.5,  0.5,    1, 19991, 11395
 0.5,  0.5,    5, 19991,  5879
 0.5,  0.5,   10, 19991,  4723
 0.5,  0.5,   30, 19991,  3614
 0.5,  0.5,  100, 19991,  2400
 0.5,  0.7,    1, 19991, 10331
 0.5,  0.7,    5, 19991,  5115
 0.5,  0.7,   10, 19991,  4454
 0.5,  0.7,   30, 19991,  3819
 0.5,  0.7,  100, 19991,  2510
 0.5,  0.9,    1, 19991,  8473
 0.5,  0.9,    5, 19991,  7084
 0.5,  0.9,   10, 19991,  5016
 0.5,  0.9,   30, 19991,  3491
 0.5,  0.9,  100, 19991,  2951
 0.7,  0.1,    1, 19991, 11448
 0.7,  0.1,    5, 19991,  7773
 0.7,  0.1,   10, 19991,  5776
 0.7,  0.1,   30, 19991,  3763
 0.7,  0.1,  100, 19991,  3501
 0.7,  0.3,    1, 19991, 11822
 0.7,  0.3,    5, 19991,  6681
 0.7,  0.3,   10, 19991,  5347
 0.7,  0.3,   30, 19991,  4274
 0.7,  0.3,  100, 19991,  3724
 0.7,  0.5,    1, 19991, 10972
 0.7,  0.5,    5, 19991,  7404
 0.7,  0.5,   10, 19991,  5990
 0.7,  0.5,   30, 19991,  4260
 0.7,  0.5,  100, 19991,  3752
 0.7,  0.7,    1, 19991, 11603
 0.7,  0.7,    5, 19991,  7068
 0.7,  0.7,   10, 19991,  6741
 0.7,  0.7,   30, 19991,  4261
 0.7,  0.7,  100, 19991,  2947
 0.7,  0.9,    1, 19991, 10899
 0.7,  0.9,    5, 19991,  7374
 0.7,  0.9,   10, 19991,  6337
 0.7,  0.9,   30, 19991,  4106
 0.7,  0.9,  100, 19991,  3474
 0.9,  0.1,    1, 19991, 13298
 0.9,  0.1,    5, 19991,  8399
 0.9,  0.1,   10, 19991,  6950
 0.9,  0.1,   30, 19991,  4617
 0.9,  0.1,  100, 19991,  5268
 0.9,  0.3,    1, 19991, 10394
 0.9,  0.3,    5, 19991,  7352
 0.9,  0.3,   10, 19991,  6691
 0.9,  0.3,   30, 19991,  4955
 0.9,  0.3,  100, 19991,  4292
 0.9,  0.5,    1, 19991, 10741
 0.9,  0.5,    5, 19991,  9462
 0.9,  0.5,   10, 19991,  7562
 0.9,  0.5,   30, 19991,  6311
 0.9,  0.5,  100, 19991,  3826
 0.9,  0.7,    1, 19991, 12398
 0.9,  0.7,    5, 19991,  8280
 0.9,  0.7,   10, 19991,  7635
 0.9,  0.7,   30, 19991,  5225
 0.9,  0.7,  100, 19991,  3900
 0.9,  0.9,    1, 19991, 16469
 0.9,  0.9,    5, 19991, 10292
 0.9,  0.9,   10, 19991,  6836
 0.9,  0.9,   30, 19991,  5481
 0.9,  0.9,  100, 19991,  4095
