0.000000000000000000e+00,6.100000000000000000e+01,1.600000000000000000e+01,3.000000000000000000e+00,8.600000000000000000e+01,3.800000000000000000e+01,5.100000000000000000e+01,4.100000000000000000e+01,8.100000000000000000e+01,7.000000000000000000e+00
6.100000000000000000e+01,0.000000000000000000e+00,9.500000000000000000e+01,5.400000000000000000e+01,3.800000000000000000e+01,6.200000000000000000e+01,9.200000000000000000e+01,4.900000000000000000e+01,1.000000000000000000e+00,7.300000000000000000e+01
1.600000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00,9.800000000000000000e+01,8.200000000000000000e+01,7.000000000000000000e+01,6.000000000000000000e+00,4.400000000000000000e+01,3.800000000000000000e+01,8.600000000000000000e+01
3.000000000000000000e+00,5.400000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,9.500000000000000000e+01,8.700000000000000000e+01,1.000000000000000000e+00,2.300000000000000000e+01,8.200000000000000000e+01,5.700000000000000000e+01
8.600000000000000000e+01,3.800000000000000000e+01,8.200000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00,5.200000000000000000e+01,9.900000000000000000e+01,2.400000000000000000e+01,6.900000000000000000e+01,8.000000000000000000e+01
3.800000000000000000e+01,6.200000000000000000e+01,7.000000000000000000e+01,8.700000000000000000e+01,5.200000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,9.200000000000000000e+01,1.700000000000000000e+01,7.800000000000000000e+01
5.100000000000000000e+01,9.200000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+00,9.900000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,9.500000000000000000e+01,8.200000000000000000e+01,3.800000000000000000e+01
4.100000000000000000e+01,4.900000000000000000e+01,4.400000000000000000e+01,2.300000000000000000e+01,2.400000000000000000e+01,9.200000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00,9.800000000000000000e+01,5.400000000000000000e+01
8.100000000000000000e+01,1.000000000000000000e+00,3.800000000000000000e+01,8.200000000000000000e+01,6.900000000000000000e+01,1.700000000000000000e+01,8.200000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00,9.500000000000000000e+01
7.000000000000000000e+00,7.300000000000000000e+01,8.600000000000000000e+01,5.700000000000000000e+01,8.000000000000000000e+01,7.800000000000000000e+01,3.800000000000000000e+01,5.400000000000000000e+01,9.500000000000000000e+01,0.000000000000000000e+00
